X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,tt,Y_f,Y_cf,Y_0,Y_1,pi_0,pi_1,pi_f,pi_cf
-0.41256287317607354,0.02418117991028823,1.5042843495273386,1.8047972532158052,2.594415462417951,1.5692518069497803,1.3385286667414389,2.0517855401642042,-0.634679266007218,0.8909534465481153,-0.6257936697355779,0.5657621358157492,-0.10886191318553384,-0.4384099163541112,1.6418408903295927,0.2514260720709436,0.8929280323101872,-0.4396582881485629,0.2350680370486823,-0.22743123582243785,0.2769903464014404,-0.34841043496506896,0.886511193108189,1.1049736709766278,-0.37809796136282037,0,1,1,1,1,0.4536031516008218,0.9317493676241676,0.4536031516008218,0.9317493676241676
0.04967649879165825,0.3128856412439138,0.27016481463362474,0.1429263442140627,-0.756065647396661,-0.25793627258308016,-0.3006872969956663,1.06869645888429,-0.2281810215628025,-1.2845164011011256,-0.7813099105338922,2.034635231831434,0.4529399512513055,0.18944279863143676,-1.199267199747378,-0.9501758507667348,-2.3912021812178006,-1.0055515420294867,-0.1548480441710403,0.5893924046326153,-1.1762721308673574,0.11892951427412435,1.2495743153533272,-0.6152141041598922,1.0375626402485993,1,0,0,0,0,0.04806957609773708,0.4536726378386818,0.4536726378386818,0.04806957609773708
-0.25669454754989396,1.162099013631997,-0.3422984349348645,-2.1756186007597176,0.9436129319448783,-0.8994464149130887,-1.098469028509449,-0.7317899231996255,-0.6021961473783014,-0.8883623628437319,-1.711645084446895,1.8144501941447566,-1.027061966086313,-1.0440125894723047,-0.49871295945467975,1.393606909506576,0.5210731945718337,-1.4658105442734692,0.5760582592235808,-3.0188830846052883,-0.2988743598313145,0.7621333406643367,0.3149100134214535,-0.3002315571717009,1.4127994637602557,1,1,1,1,1,0.7388551689180363,0.9789592041385787,0.9789592041385787,0.7388551689180363
-0.3640195866653182,1.9198257869103246,-1.8985410508059664,1.1622975456902083,0.23256043713987362,-0.6782049427890551,0.5479716953153959,0.7436474024653996,0.28925838919901875,-0.013192409541007644,2.7862636409964137,2.7126380506026178,1.0559054995555375,2.670663443147155,0.8902442668443844,-0.7026562815226594,0.021279219374334524,-0.07732940942078259,0.9267641064804402,0.6274699164931796,-0.8631168096587456,-0.04143688352908326,0.28806583530494057,0.36579950070799827,1.7185671772358677,0,0,0,0,0,0.02533025504126733,0.29941205732976095,0.02533025504126733,0.29941205732976095
-0.14346358014604654,0.9214050999504644,-1.6053787956771464,-0.7149763114623581,0.6989302756997735,-2.2259496071219624,-0.8693326157906316,-0.8956906585809873,0.6214335655224825,-2.6961280222989883,-0.7243655956142632,0.15556493114356618,-1.2762310122950704,-0.6227271366580496,-1.9789059907913897,-0.5413540474892211,-0.19705877397236776,-0.2194000937049369,-0.6136254159548494,-0.9474575727756226,-1.1952207902261622,-0.20436819457495636,-0.04321506889412252,-1.0292659864164047,-0.7496287393230583,1,1,1,1,1,0.6856435404232819,0.9728758052629892,0.9728758052629892,0.6856435404232819
2.4782332255779016,0.5021986590369083,0.3972729022905864,0.1684818179506286,1.978834208767348,0.46106492667018745,0.40064946195780027,1.502942659269014,-0.836516926094993,1.2643818676884147,-0.4033317208899171,-0.18436916548258542,-0.8464662788211206,-0.26731066508975887,2.6130239461136506,2.919311136741557,-0.42093337620967175,0.4052879500370451,1.181112412631848,1.6093645425464629,-0.7465591199432782,0.35154557889287186,-0.24036838705251184,0.6246004823536548,0.7126251132688952,0,1,1,1,1,0.45928177399202347,0.9331905954105875,0.45928177399202347,0.9331905954105875
-0.5143082423481942,-1.1804893337806528,-3.872145190011326,-1.5698927536994407,0.8632361425677764,-1.407557234945282,-0.12223349112425375,-0.6885448464013642,-2.071401290665764,-2.7807336056925553,0.06883630015464903,-0.6645821155389218,-1.0496007803231042,-0.22673366572119602,-0.5354363525417929,0.21427855829075493,0.740705406439139,-1.298704218801311,-0.8567661909691578,0.31495528605274337,-1.5305539807176092,-1.1909948712101401,0.8396129664789174,0.09790486821347733,0.008471111503674633,1,1,0,0,1,0.7615649363420273,0.981316943383397,0.981316943383397,0.7615649363420273
-0.3054253087577291,0.6266538209223683,1.9926845922987177,-0.5898952179705996,-0.6914342188016,0.5786883059076362,-0.16184565867165623,0.04588771863932162,0.1760461768246413,-0.6472238999402349,-0.4697616922595428,1.30002697112135,0.525363182267977,1.1898739937124705,-0.3827599044634037,2.0303666041659074,0.6180553320987333,-0.3643392784140833,-0.3705749551759159,0.8766911091428182,-0.5851007166483846,-0.18081435958514813,-1.0446794543535713,-0.6806504837566829,2.422021745017185,0,1,1,1,1,0.20472762164910369,0.8089181319407581,0.20472762164910369,0.8089181319407581
0.13192665711226326,1.8843981604732343,0.8054447234747406,-1.0295672774395797,0.5202891126454521,1.2407651207036363,0.7135113943768138,0.49632460783153787,1.8171047687591853,0.36298596195185767,1.7777540907130989,0.02929499086529669,-0.3061455973931594,-0.11671317053224284,-0.3075601085757227,0.7970695075742757,0.005939012940442967,1.4923628735748662,-0.7857409858240016,-1.1724040576573471,0.48868111444855544,0.3658316647240726,-0.04563621782385996,1.8070209029576325,0.3737361621345035,0,1,1,1,1,0.5200494750695479,0.9468609871552583,0.5200494750695479,0.9468609871552583
0.66387337976796,0.2525011485058348,0.6617570306591,-0.7342781303577253,0.17871336387925318,1.1583557817014265,0.8431301678559309,0.02249195753840566,-1.0869993985058939,1.126671790144715,2.045137042794045,1.2394706224697174,0.2883820296644462,0.6863912628059765,-0.336448030511148,0.5746043718421503,0.5138497327973831,1.502738153433764,0.5922263143951848,0.011023400738856493,-0.5036790360938397,1.0903622822352061,1.5083831000915406,1.0520015425573161,0.7922893638018802,0,1,1,1,1,0.4044480375688391,0.9178158736541047,0.4044480375688391,0.9178158736541047
